index,business
14600,0x80dd295af9b657a1:0xeca271342b077e35
14601,0x80dd2be1596a82e9:0x3554b8b6c56b2546
14602,0x80dbff81826bfc31:0x7ceefe27f2e75b7b
14603,0x80d955ed5075a5a9:0x13b1b9cc0fd407fd
14604,0x80c2bfb6cb92eebd:0x6c4fce7166f59014
14605,0x80c4b51f0398cde9:0xcdef0c36c15aba9d
14606,0x80c2d7f033987c11:0xb7e7449017b4b54a
14607,0x80d9552d75c554fd:0xc87ee390235ff90d
14608,0x808fcf34a7bfd09b:0xfbdbeceaaf686882
14609,0x808fca93741dca37:0x47da67af9d7e1755
14610,0x808fca133f1a6fbf:0xcb4b95225dc25b0f
14611,0x808fe934628a0163:0xb604be6e3d1d18b7
14612,0x80858061c61a2abd:0xda026a5cc04eb9fd
14613,0x80c2b8841d529611:0x9a804e46317153d1
14614,0x809b216a654e3211:0x4376c8cb6751e06c
14615,0x80c2b87e03e2cff1:0x5c3d2b20054b3953
14616,0x808fb53a6338373d:0x69d4c1637346b4b7
14617,0x809b213c4b8c414b:0x26fcd1dca2554784
14618,0x80dc7521a03f25e9:0x5e4e50147310ad90
14619,0x80dbf8f60b49b72b:0xc16ab6bcd9878715
14620,0x80eac7f893b41815:0xd32c3dd99af2e804
14621,0x80952897c2b26295:0x9c8a48d8e01edffd
14622,0x80c2c30c3415b0a7:0x3233017486b541c3
14623,0x80c2c371b82006ff:0x50fc70176ae193c3
14624,0x80858092016105bb:0x8fe8564cda8f98a0
14625,0x80dd2d1b4bf5001f:0xf54572aaa98f227f
14626,0x80dcafd00fae3df1:0x175867ed718c6bf2
14627,0x808e332a80ee5f27:0xdcaa1e84bbd4726f
14628,0x80dd4af085cad931:0xbe682d27c92be2de
14629,0x80dd4a6720b42a49:0xf0f47b0a41f344bf
14630,0x80c2dab7a7c1ae7b:0x66090ff0f1454a68
14631,0x80dcad22ba292f6d:0xd073885db1d59d34
14632,0x80dcdf3cda3141cf:0xfba1eb4f7a7edfdd
14633,0x80dca5ec02ce4e9f:0x410dfac6da571568
14634,0x809055f0f3e1a723:0x20c68019de0a1270
14635,0x80dd287a4c8fbc75:0x2b298c101f4f7b79
14636,0x80dd27b8286692e9:0x16ccb81373484d14
14637,0x80dd2da686cebbc5:0xd1a58f8b0ca6ee80
14638,0x80dd27b5be5b8f27:0x2deb422539e78069
14639,0x808fc09ca9bb408b:0x844dbde8574c4457
14640,0x80dcd7cf0c8561ab:0x8b2a3fed8ea2740d
14641,0x80dcd7f01c2020bb:0xc0cf9abeadba7d94
14642,0x80d95354fbd1b8c3:0x45f8f7cfe3c50434
14643,0x808fb51c8313d829:0xb108ab3151167d5f
14644,0x808f903d57fbc3c9:0xd73e405663a3b54e
14645,0x808dfcacf4f0d1c1:0x8836a8d1d6800564
14646,0x808566b61b6147c5:0xda3faf6ac50eb107
14647,0x808566c0cffc73af:0x40f16fb2f0bad360
14648,0x80dcd5d0a451ccb1:0xa4233f9def2e6162
14649,0x808435febb63c069:0x3773dff58d9abcf0
14650,0x80c2b96b5d532deb:0xfb94646e5a9ea58f
14651,0x80855d1047ff2fbb:0x6c0fdfb40c5a68a5
14652,0x80c29c32d67d76d7:0xc17d12d62f84f764
14653,0x80dcd7fad6714211:0x1cd748f863aaf56e
14654,0x80dd2b74cb6d9b4d:0x5ea5caea845fd611
14655,0x80c2868d1db44ca3:0x6e5af2e26e5d7b0d
14656,0x80dc739bb50cbacd:0x69ca2052b01c2b22
14657,0x80d955b7f66baae9:0x76561d073141c4f9
14658,0x80dd27c6d3fa2537:0x85dc17c17bf5d19a
14659,0x80c2b565cc111923:0x725e1a5d612b94bd
14660,0x80851511e335a901:0x563367b3596b70fb
14661,0x8085174621b2b881:0xbd2efabea5df99f0
14662,0x80c295fed2e57c97:0x27b4090378d08926
14663,0x80c2997705d9ed11:0x6a6667e7ec34972a
14664,0x80c2964fa9798715:0xc27ca2fd127f5ad0
14665,0x80eab905e8a02c71:0xbc096e866c4827b4
14666,0x80ea43deceb90ce7:0x2ac4ee641b65418
14667,0x80db4092def60af3:0x8be4cce0d6bb5343
14668,0x80dc0b58b6f44313:0xb21a0d17e255a2ba
14669,0x80c2c76a8fe002ef:0xde89cfbb0ff70b10
14670,0x80c2c37242e6b017:0xb8d37d388c453fac
14671,0x80dcd630099a22d7:0x327bdfd14237c6de
14672,0x80dc91e642d5ca83:0x68bfb8b94cab6a12
14673,0x80c32ba6bc02bac7:0x97cc554a7f247293
14674,0x80c3357b3db13225:0xafa09e151547ba0c
14675,0x80c2b6d0d0276c33:0xc2d6904a0abf6dbd
14676,0x80c2dbf68955f8d9:0x4d07aa58cbeafc90
14677,0x80c2c5424217f201:0x79e67c2f88062f0c
14678,0x80c2b98cccd01775:0x78bf7b50d4f31a5a
14679,0x80c2c1d90f12e707:0x617894f673e02b5e
14680,0x809b04d522986e43:0x33c3b6c9f13da4e6
14681,0x809affdfb0466b6d:0x880411616ffe89e2
14682,0x8081b2b162e3e5b1:0x9fe9ab9daf34725
14683,0x80dd2d74239abce1:0xd802a448815367bb
14684,0x80c33332b0a0247d:0x6d1a4358584f58cb
14685,0x80ea440c201b02fd:0x5d774ce803d9cccd
14686,0x80c2c7bac984359b:0x3d8b3c4e4d030166
14687,0x80c32c917de6a843:0x6d94a30da78e5e1c
14688,0x80c2bf362cf35c67:0x41cb4f639430bc8d
14689,0x80c32c92130277fd:0xeca33cc4f820b57
14690,0x80c32b24ed275e4d:0xaefa0b56026d3e91
14691,0x80c32a8a90a3a969:0x5974168a80ab5ab7
14692,0x80c290cfa97ffdc3:0xfc796ccb8111784a
14693,0x80dd289664bb34e9:0x685108d0bdad9806
14694,0x80ea417a83a146ed:0xee66ea39ddd7b021
14695,0x808522cd321b2b7d:0x6ab135a361914813
14696,0x80dcc9bbbab61855:0x23710bd679215d8c
14697,0x80c2c11e1b84b88b:0x20424b98f16f2745
14698,0x80c2c005178f2f0d:0xf44b0e797c0d4f2d
14699,0x809aa1c248beca1b:0x5d55265cd68ca5c7
14700,0x8085870f58e0e53d:0x3e7b4a5d369a6647
14701,0x808fcca3072c0fcb:0xfe01ad5e184789fd
14702,0x808fccbb89b8c565:0x74692fcea4d06655
14703,0x8085808631bfffff:0x1edecc5c4997854f
14704,0x80daf856a4c884c1:0xfe804bf4e5e3c246
14705,0x80c328312e1aea0f:0xa964c5d670f18a20
14706,0x808ff2384aea7485:0x47881c68b48a1bfd
14707,0x80c25c6db8b9d59b:0xce8cc63138f54c65
14708,0x80c2c0efdd21627f:0xfddfea4ce04ae7e4
14709,0x80c32c8d0f8bc783:0x16db5f4e74c2cde2
14710,0x809a7b6225ffa895:0x2d0c93444327f982
14711,0x809ade9dea598251:0x7ec87cd5c4232ddc
14712,0x809ad0de716cfdcb:0x5d45e7c0ccee7860
14713,0x80dcd9f74e68fb6f:0x7a239a867fb0305c
14714,0x808f7dd7237f8a35:0x637586e1db4c99e6
14715,0x808f7edbde13a247:0x6d707aae7576072
14716,0x808f7e73a0eae545:0xdce0e12c4cb4de9c
14717,0x808587a7b1a1cdb9:0xb308861668857a2e
14718,0x808e35c43fcb1c95:0xdd4055b6001ada27
14719,0x80dc0040f5f38107:0xa449ff469e9d673e
14720,0x80d953ddcbcdb8c3:0x23d30c4570d16f71
14721,0x80d953755c6f34c7:0xfb420d353103ab52
14722,0x80dcdd00912dcb91:0x79e5756535ce4dd4
14723,0x80dcdbc6e50a9efb:0x359a557b71d508fc
14724,0x80c2c7a6a4befbb3:0x82ae3844bff600e1
14725,0x80c2c704c7780d73:0x88f78528d1dca894
14726,0x80c2c16ee5c4bb4d:0xf0296c1154b00707
14727,0x80c2d62de3e24b1b:0xcb7a1c6905f0769
14728,0x80c32bbca175a525:0xd36d7eac369a5c0d
14729,0x80c2d5858d4f855d:0x2db1e7cb86cb92d9
14730,0x80c2d2a1fd7255e5:0xdd40615844cf5606
14731,0x80dc0b7d899749b1:0x544aad030de90039
14732,0x80dceefcdc8500f7:0x1d050e55cd1835a4
14733,0x80dcf031d433449d:0x2d4d79b469d35fcb
14734,0x80dbf4d14c2a60fb:0xadef0ae516d5819a
14735,0x80dbf4d6e128f133:0x97f55e9524ddb45
14736,0x8085672614088b81:0x4e3f988b54efd665
14737,0x80855d015fef4ed9:0xb4dc2e2a4c3c4e09
14738,0x80c2d67a8236784b:0xc0abfb5dc37cf784
14739,0x808f80b10c9555e1:0xf0c0b050574eb453
14740,0x80c2c7eaf1ecda49:0x9a3852c4ea0f4741
14741,0x80c2bb35cfd4fb9d:0xac627da6aaabadc3
14742,0x80c2bbbde351973d:0xdfc53bac3f64303b
14743,0x80dcd80bb816dee7:0xa0cc787850d26be8
14744,0x80dd2700906d6e99:0xc5e6bff8ffb05804
14745,0x80ea4274aa18b495:0xfa388f6904ab546c
14746,0x8085594e3b472f69:0x9e9fc6d94721d762
14747,0x808ff9e39db797f1:0x7c4eda6b8ae8ec6c
14748,0x80c2c78f6b0fedef:0x261ead8eba192f4b
14749,0x80c2b8d5a8f00603:0xf027fb084203181f
14750,0x809ac791388a7be5:0xe5bd7503759af6b0
14751,0x809ad1d04046e14f:0x6f625c99ff1209b
14752,0x809ad13249e32f2f:0xda309d269c8fcae1
14753,0x808e338493276eb9:0x8b214ba859c89a43
14754,0x80ce2364c716347d:0x66837621ac4b9081
14755,0x808561fa22b7da09:0xdf22c35e06ce015d
14756,0x80c337a490c59feb:0x274385a02ba260c3
14757,0x809965dd2711d4a7:0xa8ab46fe15c0d206
14758,0x808561f9f70f48e1:0xcbd246dbbb62d7b1
14759,0x80c2d7305a68a7d9:0x53dad6c6693b4daf
14760,0x80c3622996051761:0xbd70486684bf4e41
14761,0x80c36308f5b0235b:0xbe43b887f40c3f0a
14762,0x80dcf39a4ed1fdbb:0xc2da4de9fc40ab0
14763,0x8090f9c115f76b7b:0xa2de45ad57e1b0ac
14764,0x80c2bebe45f9d83d:0x45c8bda5ea909e74
14765,0x80c2ba382acb2b09:0x1d40980439688b81
14766,0x80c2d205be5aca13:0x986b2d8c1259ef7f
14767,0x809ad4394597925d:0xabd5b8640ca654bb
14768,0x8090cb78d9a587ad:0xfae0c3da34f36b0d
14769,0x80940be71b8fe585:0xf092131da14ab0f6
14770,0x80c2c8df6b70a411:0xf6f5f11cdc7f720f
14771,0x80c2ced234646a23:0x762680868af4a882
14772,0x80db1bee888521cd:0xfd995cd793ca41c5
14773,0x80d9553d2e860de7:0xc8ccd6e89baad47c
14774,0x80c33247d570c05b:0xaa349b4fd593726b
14775,0x80c335dff20ede8f:0x1390a0592de86ff0
14776,0x808f79ca74e27bc3:0x22761dca26a73e0e
14777,0x808fa5b255101275:0xb7d6108b2d45b047
14778,0x80925e386b766b9f:0x966841a9d9e5d926
14779,0x80dcd55b488520ed:0xd9163c88dcf8dc77
14780,0x80ecc55ccfe20189:0xa1855018c54ee684
14781,0x809d3410d07b2679:0x9256c19fa962b2ff
14782,0x808327b8d8154843:0xe484d7adad49b062
14783,0x809cd48d2431b421:0x388908a2fb92df5f
14784,0x80832b4245ea4761:0x6a24aa9b8b20a376
14785,0x80e84d40e9a31d71:0x8012c7c5b8784be2
14786,0x80dbffea7dc27b65:0x804d4359ded5a475
14787,0x80c327cf6c87684f:0xacdbae3cc50377b
14788,0x80dbff54b8c707d7:0x3680220e053cd3f5
14789,0x808577d608aa91d9:0xe96560d04f3fe4c8
14790,0x80ed207aee2f5fab:0x50122b8513c4a32e
14791,0x80c293fe72ec0001:0x15bfd46f05f8ed67
14792,0x808f9e874d3bc1bf:0xaf2d3993d00fe68b
14793,0x80858061406f3b93:0xd3313f1c9193deeb
14794,0x809b9f19c0e0ebc7:0xe4ac0a2df57b7312
14795,0x809b05d9837a0e89:0x797e092beca230c1
14796,0x8083eb858413d5ef:0xeb00093ca0e1c8f1
14797,0x80dd20c69d87e12d:0x17cb1f687524c2a0
14798,0x808fb798f4c10c77:0x44830162902c1e09
14799,0x80dcf1644799e663:0x97615c347726d47a
14800,0x8094c3ab52af3059:0x6f208594bab8e6bc
14801,0x80db62713566a119:0x40ac3742c30f277
14802,0x809ad09a761dbf35:0x1374f9d31859c5f0
14803,0x80dbffa2b0e910e1:0xc794a4da02eaa94e
14804,0x80dd2937b8c98f63:0xc1e4fa0ba72bec76
14805,0x80c2b790ba9315c5:0x9ccf2a6c6a449c30
14806,0x80dc01aa22873779:0x36b835b194a4bd80
14807,0x80c36fd33fb43cd1:0xe90cf06e5e182c8
14808,0x8090691567576a25:0xf2c0c15e71c3e6fc
14809,0x80dd29b034a21235:0xf6c98afb91b38979
14810,0x80ece30955039aab:0xe466732960b2f878
14811,0x80921d2fec84dd37:0x7b4073678a155b25
14812,0x80c2b7ce1c37d667:0x38614e8ac37ebf7c
14813,0x80dbf9bf2ac3d6d7:0xbd1b7c2db29b99aa
14814,0x80dcdbdd5a848059:0x2aca9b1af4ab43df
14815,0x808f7d8514e82dfb:0x26d20eb766134572
14816,0x808f7fe409c2466d:0xdb6dab463cfdb79d
14817,0x80dd4c5e4cb53481:0x6b616207cb5bf3d4
14818,0x80c2c7cb00ca8b2f:0x7f173644d1f67e93
14819,0x80eadd7490a5eeef:0x2ee4a11904078150
14820,0x80c22c585107b4c5:0xd8a63db5ba3faf13
14821,0x80deab0d565c0a07:0x310e08d20d3e9c26
14822,0x809adc20f385efe1:0xa9718c90e258691b
14823,0x80c33584864c6fd5:0xabf69c076bf441df
14824,0x808f941612a23493:0x5f3de6a373325f1a
14825,0x808fbfd97d341a6b:0x8ea6a895505eb69a
14826,0x808f956b41fc7ff3:0xfb1d826f65da294d
14827,0x8085291404730cb9:0xf320d0f4872ed037
14828,0x8085641ac87dee7d:0x3b4450d688d61d01
14829,0x808578141757c4bd:0xc05a38c1de300124
14830,0x809ac70d1c3bd8bd:0xf049c939889f9836
14831,0x8082833a422f7661:0xf47b16745df228e2
14832,0x80eccff5a743b3ab:0x37db58a25908fb17
14833,0x80c2bfb9d7f6aa6d:0x969484583c7ad621
14834,0x80859aac1bdce003:0xd0e2e29a90752f6d
14835,0x80ecc280d5b6aaab:0xea09beec5437bd8
14836,0x80c2b84dedcb384d:0x813c221a894c4bcf
14837,0x80858089b98b3ea3:0xdca366aa6eea6153
14838,0x80858062cb70e643:0x74c37fffe31e80e9
14839,0x80c2cf402a32f3d1:0xfad96d4a1a681dfa
14840,0x80c2b43697806ed5:0xc0c15773eaf38688
14841,0x80dd4aa366b85f23:0xa0c05feac603e5f5
14842,0x80856195360e5cc1:0xb68b001a0999b850
14843,0x808f7e2057a70a51:0x8c15664d6b83e27f
14844,0x80c331f5e42fd1cf:0xf769a93f5846347a
14845,0x80c2b94c7d1d14c1:0xd7d9366a19b36600
14846,0x80853d52582fe981:0xd00a7d8d4c4147db
14847,0x80843837fd8ffc59:0xfa969eb33fab5685
14848,0x8084388990c6d699:0x21aa90ee1dd2417c
14849,0x808417337bfa1c77:0xb13fbb07e069acbe
14850,0x80843742001995b9:0x6d3d317e4b0a28b2
14851,0x808fccb09a2ca82d:0xe653bc1a6225e97
14852,0x808fc9733c648385:0xd21f60308341cc90
14853,0x80c2dab7184c8c7f:0xcf98d55cde8b01ce
14854,0x80c2b90076adff83:0xccf278b753a48da9
14855,0x80c2ba30a5300001:0xc41e01dc75cafe8f
14856,0x80c2c9bbe757c593:0x29fda4232f5d2d19
14857,0x80c2964d54843f47:0x145beee80759ed9b
14858,0x809ad75a35243063:0xd545ea319686cf5b
14859,0x809ad16000d2fa2d:0x5d6611973e33716f
14860,0x80c2c0af1a6b0ea9:0x9ee60f6348e5c9db
14861,0x808f79c4bacde869:0x923d21f7eae85ead
14862,0x80dca10cb0c3a5d7:0xe210c9bfbed90a79
14863,0x80c2dadfab3efbd3:0xc3b517140c8536a4
14864,0x80c2c76f48bc7c1d:0x18b58dbfa329b13e
14865,0x80857df153030ac5:0x31207a972db60159
14866,0x808f879acebd473f:0x7f886070ee2134d
14867,0x808561c1da9d1b8b:0x5e516d62d7f45bef
14868,0x80857ec9a563eb51:0x20028f5fd1b350d5
14869,0x80857df985608481:0xc1e6ccb528567762
14870,0x80c2bd76e0aa8529:0xa5d94ab67ac8f8b2
14871,0x80dce7f95c60e595:0x99627feef55252e3
14872,0x80c2be1265b83845:0x3405b4c092a8b1f9
14873,0x80dcb056ed0e1d0b:0xafe18959e56bf966
14874,0x80dcf02e09fea69f:0x79f17fcbe06a55a0
14875,0x8082d9688e06aea9:0xa8bdec46c60f8e4
14876,0x80dbffdd46ace369:0x6da3d6b9aa52c266
14877,0x80d94e39314fdc59:0x5057dbe76467ca0
14878,0x80c2c3147cf06859:0xe86d09720034eb2b
14879,0x80c2c371b987e733:0xe1d4c7b52f8f718d
14880,0x80ec599ea1aa27b1:0x6acc638036f7dadc
14881,0x80c2c0fabc099171:0xf41574ed971f7835
14882,0x80843919fee21379:0x779d80497b631b9d
14883,0x808df8ee49ed366f:0x126f7d2049e4e2de
14884,0x808df8ee4edf98af:0x1402d8a9b1c30400
14885,0x80d94c2a42cf90e9:0xe961346c36d4e918
14886,0x80c2bb93238aace5:0x13057ca4c6299748
14887,0x80dcd581ba23be05:0x23fadbe0d327f90f
14888,0x8090535e78e72dc5:0x42677472fd20411d
14889,0x80844b86e54ba3c1:0xb0218773688ae440
14890,0x80c2943f81e742b1:0xcd1879bf0c9d8c86
14891,0x80dc7095515d5ab9:0xe224f690ee5257db
14892,0x80c2cbfbb02bdaa3:0xd18008200d9b0a7e
14893,0x80c2c91121495c0d:0xfd120fee81bafb31
14894,0x80c2a10bca8152ab:0x6e3f97fa32f3c3fa
14895,0x808e2d5ade91c591:0xdec05c388efed630
14896,0x80dc824f2aa09a61:0xaa639a32936c43dd
14897,0x80c2cfb0106ffee7:0x616d3bb125d94cfb
14898,0x80dcdda1479cbdb5:0x3ed99b56e957886b
14899,0x54cde6de378c3735:0x629321c6a2d57527
14900,0x80910045b98709a1:0x54229645cc9f98e9
14901,0x809101a858f91fab:0xbd4d8ff60514cf07
14902,0x8097481090e7fea3:0x13567538c07881c6
14903,0x80857e1cacb04da7:0x4fa675c5fd02cc3f
14904,0x80dc9bb8af0ad2e5:0x5648c13589c8b780
14905,0x80926892730f4cf9:0x63f7442064aaca12
14906,0x808f7d50472901e9:0xf89cba1e127051f6
14907,0x80c2a37a15ab8471:0xee3f2158172feb7c
14908,0x808fe9c1b08a4bb1:0xe18b6a7559554df4
14909,0x80c2d2d993a47879:0x1f41d806d58547c
14910,0x80dca62d26f16fb5:0xbcfdbe4af0582c49
14911,0x80d95714efb1e1f3:0x13ce0b3c4deee8c4
14912,0x80d961a882c26e9f:0x90a40760984165e5
14913,0x808581f93136cf99:0x640d941c1ad5513
14914,0x808fb71b70b9ac1d:0xc243f25a6ea25845
14915,0x808fc929f220f5b1:0x99fcdf1da4e15d1d
14916,0x80c2b4105e03d0bd:0x330c561860203b2d
14917,0x80c2b6f0b4be735b:0xbc72d63dced632f8
14918,0x80c2b0ab32229075:0x853781f38a309466
14919,0x808f7b8d0c39e42f:0x559b9f74862f4b07
14920,0x80e9417f2922897b:0x7843a4ed32978272
14921,0x80859a439241a227:0x3f230de81194dde5
14922,0x808580901c40bae5:0x7937de74256dd907
14923,0x80d9523af7953a81:0x4249dcfa09d84306
14924,0x80dc0cf379794ab9:0xe8b5799813409ca3
14925,0x80c2b764a1fa6441:0xcaa628a3e67de321
14926,0x80c2c7d07e59cf93:0x6b37329ba4c5971b
14927,0x809442543af700eb:0x4439516ff9416d51
14928,0x80dbf9dc30ce34f7:0x98f6d2fce3c4601e
14929,0x80dd296605620b15:0xda6012d755673c28
14930,0x80ece19ce4cef745:0x96103b8ddc307f22
14931,0x80c2dbd007715675:0x680b9435e4485bfc
14932,0x80c299f7209fdac9:0x8102af798c1e705c
14933,0x80c2dabda9e69e87:0x14346ed499b171b8
14934,0x80c2b796d9d608c3:0xe55f5d3fd04a9762
14935,0x80c2c51d52f2b2ad:0xdebcbda3eed7a636
14936,0x80dd4bd1f738f895:0xc78b773b50614039
14937,0x80dc0115e660270f:0x86b9373b65e447a7
14938,0x80ea6958396cfcb7:0x4ea519ec4df50ac8
14939,0x80c2c8a5d85e7f63:0x7cf745b516c475cf
14940,0x80c2cf589a589f6b:0xd413bf48afbd842f
14941,0x808f8660309485c5:0x763d4ba33be8f72e
14942,0x80c36022c5566a57:0xda20ebe35225cc67
14943,0x809d079869e18d27:0x21fc21ff01e05c4e
14944,0x80dce5b19db22c1b:0xa469adab15641749
14945,0x80dc834062480ebb:0x4c05afa6ca1342a4
14946,0x808f8b57ee99f42b:0xd5503024c8d21815
14947,0x808fcd33964d9ad7:0xef62705fb455bd05
14948,0x80dd27f2fa92c0f1:0x52eeeaecab9bd232
14949,0x80903d35b4a3be0d:0x43a79ed6435b6c53
14950,0x808f78f0c44fffff:0x786464e67625a06
14951,0x80ea6829a5ba5ff1:0x24d117994f6a9899
14952,0x809ad0d8761f8e1d:0xc88a7c03384275c9
14953,0x80c3292e3447dea9:0x4490f52f1a8fe2aa
14954,0x80dcd893c1c15afb:0xbf6fbfa2f358a3db
14955,0x80db68c94946106f:0x4751e0852d81b09a
14956,0x808fe9813a8de6f1:0x1a2f38d1f54c16ac
14957,0x808576d09f321199:0xfb7891330697f3fd
14958,0x808577d3f9810ca1:0xe0a44cbf9561c0a7
14959,0x808580d422227479:0x8dc86c7af65aedf8
14960,0x80dbe2aa46c1590f:0x43174a8561f51748
14961,0x80dcf38bc2ec2415:0x2667e154c1f20082
14962,0x80dcc83da2caa9df:0x7063783c56624f53
14963,0x808561299098924f:0x758b2f71ca763c73
14964,0x80901515076de325:0xb7f08d2dc25172e9
14965,0x80904fbd3ceb5eed:0x1ab6c87fe6cc5fd3
14966,0x809045a282682f63:0xb0ad6e0e5f4b2522
14967,0x808f879aa3f640d9:0xdf1e20a46988d900
14968,0x80da58f60eb80c9d:0xe6d9ce5826947883
14969,0x80dcdf892d0f09d5:0x97cb757601421991
14970,0x80c337119820dcd3:0xec750648d91eeae0
14971,0x8084acabb901865b:0x49154ce8dcd2dc03
14972,0x808443329006f555:0xef96bdce9f55a533
14973,0x54d141550bbe2f65:0xcf48820ec7024652
14974,0x54d1413b593288d1:0xab8e41f8735e2506
14975,0x808e34ff3597256b:0x66796a63d1d3b708
14976,0x809b1011fb3e42e3:0x28fad129c993bd00
14977,0x809127dbbbdbeb7b:0x9d04699a5e1fb480
14978,0x80dce8432435e0d7:0xe818d41717c080d7
14979,0x80dc8383009a3171:0xd29236164027f5f8
14980,0x80d9522fbcbdac8b:0x6cff65cd1f73924d
14981,0x809b1ff24c66cd75:0xee713be303b0a101
14982,0x80dd27dac73ae617:0x50d0444fd719d2dc
14983,0x80dcb78786ec4bcf:0x6215f01b4ac3f6d8
14984,0x80c34dff7c28e5b9:0xe1937430b06cf575
14985,0x80c29c1454da028d:0x938d19592e097241
14986,0x808f79e7dd5dc7ed:0x34bc38d68397e056
14987,0x80dcf45c38926279:0x20baf9e6131a402a
14988,0x80db510955bcbe0d:0xaf0a6e8e50503914
14989,0x80e9139ca0c9db3f:0xb7815862192708d7
14990,0x80dcad52e96f6ea1:0x1d4f57b8f56b0499
14991,0x80dcaa7c89c4dd3f:0x6595fad66d4a9983
14992,0x80c2c14fa144e4cd:0xd2478245a6e6547b
14993,0x80c32817fd168e7f:0x7d1ae2dfc63b141a
14994,0x80dce762fdef9141:0x503f98c20724b39a
14995,0x80c2cbe3ddb03767:0x13a5528ad4e122c0
14996,0x80d955f8f9fe4d4f:0xf72512c5ba26fdfa
14997,0x80dcd6d51fdb4957:0x67aa6bb468cf431e
14998,0x80c2d3315836bdb3:0xe66aaa728adc9a80
14999,0x80c2d348fff990a7:0x62941aed31bf8063
15000,0x80c2c626148dc6eb:0x6310d94a4eabb2d0
15001,0x80dcd105dd2cb8ed:0x2701a4dedfec4339
15002,0x80c2969c30ecfccf:0x93dd2d8cc00fe038
15003,0x808e354a6875564f:0xd9f3b461a20fb5e
15004,0x809b1fd743d81363:0x66c857e46990fc38
15005,0x80dc9e3ba4828ea3:0xe5321d90273d3e6
15006,0x80dcd7dc8a59362b:0x570da059c14a829d
15007,0x80dbf52b734371e9:0x5fc4233ec89e5594
15008,0x80c10c6691bcc0a5:0x2e067944f7f00b8e
15009,0x80900d7183e7d313:0x1b307d40d1463824
15010,0x80dcccac24b2e79b:0xf891a1297a432f28
15011,0x80deac914a2164b1:0x8eb88fcec81c9dcc
15012,0x808f8798b7f2763f:0xca310b869db8628f
15013,0x80d94c1125e21c83:0x6f616fad28b43b52
15014,0x80deabd5ecb56525:0x7558c116e72b0139
15015,0x80c288bb5ceac1af:0x3c69e4bf381e5a55
15016,0x80c2c57212b00b57:0x2d706ce78065974f
15017,0x80c2c1318d4e1dd3:0xdebe9cab98c6e38d
15018,0x8085808e50e2a55d:0x256219604ec77c4
15019,0x80c290e7d6e45235:0x64d14419126e5032
15020,0x80dbfd4642cba4d7:0xfc73efee98fdc9c0
15021,0x80d9611e290be321:0xb9ba5515a5d03b6c
15022,0x80ea691b73452def:0xc4967fd20a6a82ac
15023,0x809b270f4028b5cb:0xb8fe0a7803097f98
15024,0x8085874c63c0faa3:0x8022bf110bcaa948
15025,0x8085879f195c3991:0xe6e15b5730139482
15026,0x809409246a8b18a3:0xbe0c181455e4dc4b
15027,0x80c2b85c5fd32fe3:0x231a085efbbefa9c
15028,0x80c1cfce29acfb01:0x41592ac2573040e7
15029,0x80c2d3e9385aaaab:0x8fb665ce1d34073e
15030,0x80c2d23412b5adb7:0xd848ce6075ae1b
15031,0x8090c7055fcc059b:0xa94a35a2acf6fa84
15032,0x80c2cd42bbfa8f13:0x4894dfa544c0df9a
15033,0x8090cd23c7fcb169:0x62cf874fa701ed97
15034,0x8090cf6249cc1dc1:0x754285b97a4033c3
15035,0x80c2c003f5f1ce39:0xa94b19d09731a7cb
15036,0x80c2b084bbd26f77:0x94efb59a5c9e3381
15037,0x808dff14749bd091:0xcd3933f37d8af91d
15038,0x808fbf0f0d51b23b:0xdec6508dd75e0fc5
15039,0x8085808f585c72a3:0xf44ba30bedc12efa
15040,0x80c295530e3d2237:0x4fce6c0471f4f251
15041,0x80c2da24ebd73ee7:0x3a8ffe1e2f1cf612
15042,0x80dd4aea88dc7831:0x74322887274c5896
15043,0x809ac72487193ec3:0x8d0182168a91b2d
15044,0x808f7c3c72f49ba9:0xd439b511a13ef624
15045,0x808f7c2371ff6b69:0xfe76f32ce680bd00
15046,0x809ad13abcefda51:0xd141a9ec3ab42b3d
15047,0x809ad1dd8e768dcf:0xe38d53e3dc6f2136
15048,0x80c2c7f74e9d4249:0x1cf8b4fa07d8ced1
15049,0x80ea6aec67953017:0xd70f9657fb70ba70
15050,0x80ea6b35a35d1c83:0x219727ca82a6b4c7
15051,0x80ea6b0eb1317849:0xc32a2d6262b22d73
15052,0x80ea41de7c6594c1:0x8a95e1f940e0bac9
15053,0x80c286615a596f93:0x9650479097e4daea
15054,0x80c2ceba676c3c35:0x2bc8a140fe78b843
15055,0x80c2d352c0a130eb:0xc9f30bf90733d06e
15056,0x80dcdbe308661dd3:0x6a05733d397c040e
15057,0x80dceb19196f5243:0xd899e1b1eb0b40a9
15058,0x80856101ead081c3:0x3055a2149b785a3a
15059,0x808560d6e0d63837:0x3444e2111de94dc3
15060,0x809ad1d1d3780683:0xe1d5bfb66d7b0d1a
15061,0x808d8a3e4194c2b7:0x98dd6890b25baa63
15062,0x80ece1a8fd981af5:0xcff4421ca6614f98
15063,0x809ac56e0a7d61a7:0xc70ad7b764858a72
15064,0x808e15ceea6314d9:0x25a2a7bbcd65b261
15065,0x80c368a092e8e5df:0xf2d70a87214f2e9c
15066,0x80c2cf9a89fd06c5:0x493021e737347237
15067,0x80c2c7303d466769:0x67b7e9cbc1de2fc3
